    [98, 81, 57, 92, 77, 78, 74, 61, 75, 68, 95, 88, 75, 57, 58, 78, 63, 77, 94, 88, 69, 76, 86, 85, 65, 60, 94, 88, 61, 94, 76, 95, 58, 85, 96, 91, 0.0, 83, 92, 60],
    [67, 77, 85, 80, 57, 62, 79, 78, 71, 84, 86, 60, 90, 82, 85, 69, 59, 93, 83, 69, 97, 83, 60, 62, 78, 83, 85, 60, 69, 87, 94, 60, 99, 64, 61, 78, 83, 0.0, 65, 89],
    [62, 70, 73, 99, 82, 90, 91, 88, 87, 93, 59, 62, 84, 62, 61, 82, 95, 72, 97, 82, 78, 69, 66, 94, 81, 87, 60, 75, 95, 86, 90, 99, 79, 95, 63, 56, 92, 65, 0.0, 100],
    [85, 83, 92, 65, 90, 80, 83, 95, 73, 75, 83, 98, 63, 64, 99, 88, 84, 85, 92, 86, 81, 82, 99, 56, 64, 62, 81, 62, 98, 86, 97, 87, 82, 70, 97, 98, 60, 89, 100, 0.0]
];


// Vetor de raios de ativação (para cada sensor)
raio = [23.5, 30.2, 42.1, 35.8, 29.9, 47.0, 21.6, 45.2, 33.4, 40.7, 24.9, 38.6, 41.8, 28.5, 22.3, 43.7, 36.2, 31.1, 44.5, 25.0, 48.2, 37.9, 26.7, 32.5, 40.3, 23.8, 27.4, 46.9, 28.0, 39.2,34.6, 22.1, 49.0, 31.9, 35.0, 26.3, 47.8, 29.5, 43.1, 37.0];
 
